TEAM_NAME,GAME_DATE,MATCHUP,PTS,FG3M,REB,AST,BLK
Dallas Mavericks,2025-03-14T00:00:00,DAL @ HOU,96,8,34,14,6
Golden State Warriors,2025-03-13T00:00:00,GSW vs. SAC,130,22,43,35,5
Milwaukee Bucks,2025-03-13T00:00:00,MIL vs. LAL,126,17,48,30,8
Orlando Magic,2025-03-13T00:00:00,ORL @ NOP,113,13,39,25,7
Chicago Bulls,2025-03-13T00:00:00,CHI vs. BKN,116,11,47,24,4
Washington Wizards,2025-03-13T00:00:00,WAS @ DET,129,20,47,30,5
Detroit Pistons,2025-03-13T00:00:00,DET vs. WAS,125,10,41,23,6
Brooklyn Nets,2025-03-13T00:00:00,BKN @ CHI,110,11,50,32,7
Los Angeles Lakers,2025-03-13T00:00:00,LAL @ MIL,106,15,38,18,4
New Orleans Pelicans,2025-03-13T00:00:00,NOP vs. ORL,93,7,40,23,4
Sacramento Kings,2025-03-13T00:00:00,SAC @ GSW,104,14,30,25,4
Minnesota Timberwolves,2025-03-12T00:00:00,MIN @ DEN,115,17,48,31,5
LA Clippers,2025-03-12T00:00:00,LAC @ MIA,119,13,45,24,0
Atlanta Hawks,2025-03-12T00:00:00,ATL vs. CHA,123,14,43,26,6
Toronto Raptors,2025-03-12T00:00:00,TOR vs. PHI,118,16,59,33,5
San Antonio Spurs,2025-03-12T00:00:00,SAS vs. DAL,126,11,47,32,2
Memphis Grizzlies,2025-03-12T00:00:00,MEM vs. UTA,122,20,39,30,6
Houston Rockets,2025-03-12T00:00:00,HOU vs. PHX,111,12,38,25,3
Oklahoma City Thunder,2025-03-12T00:00:00,OKC @ BOS,118,13,44,19,2
New York Knicks,2025-03-12T00:00:00,NYK @ POR,114,12,38,27,7
Portland Trail Blazers,2025-03-12T00:00:00,POR vs. NYK,113,17,52,20,6
Boston Celtics,2025-03-12T00:00:00,BOS vs. OKC,112,20,41,25,6
Utah Jazz,2025-03-12T00:00:00,UTA @ MEM,115,12,60,24,8
Phoenix Suns,2025-03-12T00:00:00,PHX @ HOU,104,10,37,22,8
Dallas Mavericks,2025-03-12T00:00:00,DAL @ SAS,116,13,31,30,0
Charlotte Hornets,2025-03-12T00:00:00,CHA @ ATL,110,14,47,29,9
Philadelphia 76ers,2025-03-12T00:00:00,PHI @ TOR,105,7,40,19,11
Miami Heat,2025-03-12T00:00:00,MIA vs. LAC,104,14,29,27,3
Denver Nuggets,2025-03-12T00:00:00,DEN vs. MIN,95,7,42,20,4
Detroit Pistons,2025-03-11T00:00:00,DET vs. WAS,123,16,61,29,5
New Orleans Pelicans,2025-03-11T00:00:00,NOP vs. LAC,127,17,46,34,7
Cleveland Cavaliers,2025-03-11T00:00:00,CLE vs. BKN,109,10,48,23,4
Indiana Pacers,2025-03-11T00:00:00,IND vs. MIL,115,13,38,30,3
Milwaukee Bucks,2025-03-11T00:00:00,MIL @ IND,114,14,44,32,2
Brooklyn Nets,2025-03-11T00:00:00,BKN @ CLE,104,16,38,31,3
LA Clippers,2025-03-11T00:00:00,LAC @ NOP,120,14,34,34,8
Washington Wizards,2025-03-11T00:00:00,WAS @ DET,103,13,47,20,4
New York Knicks,2025-03-10T00:00:00,NYK @ SAC,133,22,40,34,1
Chicago Bulls,2025-03-10T00:00:00,CHI vs. IND,121,12,56,30,6
Toronto Raptors,2025-03-10T00:00:00,TOR vs. WAS,119,16,73,26,2
Denver Nuggets,2025-03-10T00:00:00,DEN @ OKC,140,18,43,32,5
Houston Rockets,2025-03-10T00:00:00,HOU vs. ORL,97,16,63,20,4
Golden State Warriors,2025-03-10T00:00:00,GSW vs. POR,130,21,40,35,5
Atlanta Hawks,2025-03-10T00:00:00,ATL vs. PHI,132,15,48,34,6
Boston Celtics,2025-03-10T00:00:00,BOS vs. UTA,114,18,47,28,8
Dallas Mavericks,2025-03-10T00:00:00,DAL @ SAS,133,12,40,25,2
Brooklyn Nets,2025-03-10T00:00:00,BKN vs. LAL,111,18,47,22,6
Charlotte Hornets,2025-03-10T00:00:00,CHA @ MIA,105,11,36,26,6
Memphis Grizzlies,2025-03-10T00:00:00,MEM vs. PHX,120,17,39,26,7
Phoenix Suns,2025-03-10T00:00:00,PHX @ MEM,118,20,46,31,2
Los Angeles Lakers,2025-03-10T00:00:00,LAL @ BKN,108,19,43,31,4
Miami Heat,2025-03-10T00:00:00,MIA vs. CHA,102,10,46,24,3
San Antonio Spurs,2025-03-10T00:00:00,SAS vs. DAL,129,17,38,29,2
Utah Jazz,2025-03-10T00:00:00,UTA @ BOS,108,13,48,29,4
Philadelphia 76ers,2025-03-10T00:00:00,PHI @ ATL,123,16,31,29,3
Portland Trail Blazers,2025-03-10T00:00:00,POR @ GSW,120,18,43,31,5
Oklahoma City Thunder,2025-03-10T00:00:00,OKC vs. DEN,127,19,37,29,6
Orlando Magic,2025-03-10T00:00:00,ORL @ HOU,84,8,42,15,5
Washington Wizards,2025-03-10T00:00:00,WAS @ TOR,104,16,54,25,12
Indiana Pacers,2025-03-10T00:00:00,IND @ CHI,103,10,39,30,4
Sacramento Kings,2025-03-10T00:00:00,SAC vs. NYK,104,10,37,18,4
Oklahoma City Thunder,2025-03-09T00:00:00,OKC vs. DEN,127,13,56,25,14
Minnesota Timberwolves,2025-03-09T00:00:00,MIN vs. SAS,141,21,42,38,4
Cleveland Cavaliers,2025-03-09T00:00:00,CLE @ MIL,112,19,44,25,2
Phoenix Suns,2025-03-09T00:00:00,PHX @ DAL,125,10,46,33,4
Detroit Pistons,2025-03-09T00:00:00,DET @ POR,119,9,54,22,8
Philadelphia 76ers,2025-03-09T00:00:00,PHI vs. UTA,126,16,50,27,9
Memphis Grizzlies,2025-03-09T00:00:00,MEM @ NOP,107,13,57,24,6
LA Clippers,2025-03-09T00:00:00,LAC vs. SAC,111,10,38,23,5
Sacramento Kings,2025-03-09T00:00:00,SAC @ LAC,110,9,48,27,1
New Orleans Pelicans,2025-03-09T00:00:00,NOP vs. MEM,104,13,39,24,6
Utah Jazz,2025-03-09T00:00:00,UTA @ PHI,122,18,44,25,4
Portland Trail Blazers,2025-03-09T00:00:00,POR vs. DET,112,15,41,17,4
Dallas Mavericks,2025-03-09T00:00:00,DAL vs. PHX,116,17,32,29,2
Milwaukee Bucks,2025-03-09T00:00:00,MIL vs. CLE,100,9,50,17,2
San Antonio Spurs,2025-03-09T00:00:00,SAS @ MIN,124,11,36,26,3
Denver Nuggets,2025-03-09T00:00:00,DEN @ OKC,103,12,48,22,6
Houston Rockets,2025-03-08T00:00:00,HOU vs. NOP,146,17,48,32,7
Boston Celtics,2025-03-08T00:00:00,BOS vs. LAL,111,13,43,24,5
Golden State Warriors,2025-03-08T00:00:00,GSW vs. DET,115,12,46,26,4
Chicago Bulls,2025-03-08T00:00:00,CHI @ MIA,114,11,51,27,4
Charlotte Hornets,2025-03-08T00:00:00,CHA vs. BKN,105,11,50,25,2
Atlanta Hawks,2025-03-08T00:00:00,ATL vs. IND,120,10,48,23,10
Orlando Magic,2025-03-08T00:00:00,ORL @ MIL,111,12,34,19,5
Washington Wizards,2025-03-08T00:00:00,WAS @ TOR,118,13,50,29,7
Toronto Raptors,2025-03-08T00:00:00,TOR vs. WAS,117,10,49,24,6
Indiana Pacers,2025-03-08T00:00:00,IND @ ATL,118,10,41,29,6
Milwaukee Bucks,2025-03-08T00:00:00,MIL vs. ORL,109,11,38,17,4
Brooklyn Nets,2025-03-08T00:00:00,BKN @ CHA,102,14,37,20,10
Detroit Pistons,2025-03-08T00:00:00,DET @ GSW,110,5,44,17,4
Miami Heat,2025-03-08T00:00:00,MIA vs. CHI,109,13,44,25,5
Los Angeles Lakers,2025-03-08T00:00:00,LAL @ BOS,101,14,45,18,1
New Orleans Pelicans,2025-03-08T00:00:00,NOP @ HOU,117,12,44,29,3
Sacramento Kings,2025-03-07T00:00:00,SAC vs. SAS,127,17,51,31,4
Oklahoma City Thunder,2025-03-07T00:00:00,OKC vs. POR,107,14,43,25,8
Memphis Grizzlies,2025-03-07T00:00:00,MEM @ DAL,122,8,59,28,12
LA Clippers,2025-03-07T00:00:00,LAC vs. NYK,105,15,47,23,8
Toronto Raptors,2025-03-07T00:00:00,TOR vs. UTA,118,14,48,27,5
Denver Nuggets,2025-03-07T00:00:00,DEN vs. PHX,149,21,38,45,3
Minnesota Timberwolves,2025-03-07T00:00:00,MIN @ MIA,106,18,43,28,6
Cleveland Cavaliers,2025-03-07T00:00:00,CLE @ CHA,118,11,45,16,4
Charlotte Hornets,2025-03-07T00:00:00,CHA vs. CLE,117,13,43,29,3
Miami Heat,2025-03-07T00:00:00,MIA vs. MIN,104,14,41,29,2
Phoenix Suns,2025-03-07T00:00:00,PHX @ DEN,141,16,39,36,2
Utah Jazz,2025-03-07T00:00:00,UTA @ TOR,109,8,56,21,10
New York Knicks,2025-03-07T00:00:00,NYK @ LAC,95,9,53,25,4
Dallas Mavericks,2025-03-07T00:00:00,DAL vs. MEM,111,15,45,24,7
San Antonio Spurs,2025-03-07T00:00:00,SAS @ SAC,109,16,36,27,4
Portland Trail Blazers,2025-03-07T00:00:00,POR @ OKC,89,8,53,15,4
Boston Celtics,2025-03-06T00:00:00,BOS vs. PHI,123,19,46,32,6
Houston Rockets,2025-03-06T00:00:00,HOU @ NOP,109,9,41,33,6
Atlanta Hawks,2025-03-06T00:00:00,ATL vs. IND,124,10,43,32,4
Los Angeles Lakers,2025-03-06T00:00:00,LAL vs. NYK,113,14,49,25,4
Chicago Bulls,2025-03-06T00:00:00,CHI @ ORL,125,15,48,25,7
Golden State Warriors,2025-03-06T00:00:00,GSW @ BKN,121,12,45,31,4
Orlando Magic,2025-03-06T00:00:00,ORL vs. CHI,123,9,33,26,5
Brooklyn Nets,2025-03-06T00:00:00,BKN vs. GSW,119,15,32,30,5
New York Knicks,2025-03-06T00:00:00,NYK @ LAL,109,10,46,20,2
Indiana Pacers,2025-03-06T00:00:00,IND @ ATL,118,14,42,27,5
New Orleans Pelicans,2025-03-06T00:00:00,NOP vs. HOU,97,9,41,17,7
Philadelphia 76ers,2025-03-06T00:00:00,PHI @ BOS,105,15,45,29,5
Milwaukee Bucks,2025-03-05T00:00:00,MIL vs. DAL,137,16,55,29,4
Oklahoma City Thunder,2025-03-05T00:00:00,OKC @ MEM,120,15,39,27,4
Minnesota Timberwolves,2025-03-05T00:00:00,MIN @ CHA,125,21,43,27,3
Boston Celtics,2025-03-05T00:00:00,BOS vs. POR,128,23,52,24,6
LA Clippers,2025-03-05T00:00:00,LAC vs. DET,123,13,33,18,6
Denver Nuggets,2025-03-05T00:00:00,DEN vs. SAC,116,12,46,28,8
Cleveland Cavaliers,2025-03-05T00:00:00,CLE vs. MIA,112,14,47,26,4
Washington Wizards,2025-03-05T00:00:00,WAS vs. UTA,125,17,45,32,12
Utah Jazz,2025-03-05T00:00:00,UTA @ WAS,122,14,58,21,3
Miami Heat,2025-03-05T00:00:00,MIA @ CLE,107,13,42,29,2
Sacramento Kings,2025-03-05T00:00:00,SAC @ DEN,110,11,45,22,6
Detroit Pistons,2025-03-05T00:00:00,DET @ LAC,115,11,34,27,2
Portland Trail Blazers,2025-03-05T00:00:00,POR @ BOS,118,16,39,19,3
Charlotte Hornets,2025-03-05T00:00:00,CHA vs. MIN,110,12,57,26,2
Memphis Grizzlies,2025-03-05T00:00:00,MEM vs. OKC,103,9,49,21,1
Dallas Mavericks,2025-03-05T00:00:00,DAL @ MIL,107,13,30,30,3
Cleveland Cavaliers,2025-03-04T00:00:00,CLE @ CHI,139,17,53,27,4
Los Angeles Lakers,2025-03-04T00:00:00,LAL vs. NOP,136,19,51,32,5
San Antonio Spurs,2025-03-04T00:00:00,SAS vs. BKN,127,18,46,37,4
Minnesota Timberwolves,2025-03-04T00:00:00,MIN vs. PHI,126,18,37,29,5
Indiana Pacers,2025-03-04T00:00:00,IND vs. HOU,115,17,35,34,6
Golden State Warriors,2025-03-04T00:00:00,GSW @ NYK,114,13,44,30,7
Milwaukee Bucks,2025-03-04T00:00:00,MIL @ ATL,127,11,51,27,1
Phoenix Suns,2025-03-04T00:00:00,PHX vs. LAC,119,14,37,31,3
Toronto Raptors,2025-03-04T00:00:00,TOR @ ORL,114,12,48,28,8
Orlando Magic,2025-03-04T00:00:00,ORL vs. TOR,113,15,35,28,5
LA Clippers,2025-03-04T00:00:00,LAC @ PHX,117,8,37,29,3
Atlanta Hawks,2025-03-04T00:00:00,ATL vs. MIL,121,16,47,33,6
New York Knicks,2025-03-04T00:00:00,NYK vs. GSW,102,8,42,26,2
Houston Rockets,2025-03-04T00:00:00,HOU @ IND,102,9,58,22,0
Brooklyn Nets,2025-03-04T00:00:00,BKN @ SAS,113,17,40,29,2
Philadelphia 76ers,2025-03-04T00:00:00,PHI @ MIN,112,9,36,22,2
New Orleans Pelicans,2025-03-04T00:00:00,NOP @ LAL,115,9,35,29,3
Chicago Bulls,2025-03-04T00:00:00,CHI vs. CLE,117,11,50,32,6
Detroit Pistons,2025-03-03T00:00:00,DET @ UTA,134,11,39,32,8
Sacramento Kings,2025-03-03T00:00:00,SAC @ DAL,122,16,37,34,4
Golden State Warriors,2025-03-03T00:00:00,GSW @ CHA,119,18,54,33,4
Portland Trail Blazers,2025-03-03T00:00:00,POR @ PHI,119,11,61,26,6
Miami Heat,2025-03-03T00:00:00,MIA vs. WAS,106,13,48,31,4
Oklahoma City Thunder,2025-03-03T00:00:00,OKC vs. HOU,137,17,49,31,6
Atlanta Hawks,2025-03-03T00:00:00,ATL @ MEM,132,13,32,35,7
Memphis Grizzlies,2025-03-03T00:00:00,MEM vs. ATL,130,13,43,36,3
Houston Rockets,2025-03-03T00:00:00,HOU @ OKC,128,16,49,20,7
Washington Wizards,2025-03-03T00:00:00,WAS @ MIA,90,10,43,22,0
Philadelphia 76ers,2025-03-03T00:00:00,PHI vs. POR,102,11,43,27,3
Charlotte Hornets,2025-03-03T00:00:00,CHA vs. GSW,101,11,47,20,6
Dallas Mavericks,2025-03-03T00:00:00,DAL vs. SAC,98,7,37,28,1
Utah Jazz,2025-03-03T00:00:00,UTA vs. DET,106,10,41,19,1
Minnesota Timberwolves,2025-03-02T00:00:00,MIN @ PHX,116,21,35,28,2
Indiana Pacers,2025-03-02T00:00:00,IND vs. CHI,127,19,36,34,4
Oklahoma City Thunder,2025-03-02T00:00:00,OKC @ SAS,146,19,45,34,6
New Orleans Pelicans,2025-03-02T00:00:00,NOP @ UTA,128,15,48,35,5
Boston Celtics,2025-03-02T00:00:00,BOS vs. DEN,110,14,45,26,4
Los Angeles Lakers,2025-03-02T00:00:00,LAL vs. LAC,108,18,41,21,6
Cleveland Cavaliers,2025-03-02T00:00:00,CLE vs. POR,133,19,47,27,5
New York Knicks,2025-03-02T00:00:00,NYK @ MIA,116,14,46,27,6
Toronto Raptors,2025-03-02T00:00:00,TOR @ ORL,104,7,40,22,4
Orlando Magic,2025-03-02T00:00:00,ORL vs. TOR,102,7,35,17,5
Portland Trail Blazers,2025-03-02T00:00:00,POR @ CLE,129,14,46,25,1
Miami Heat,2025-03-02T00:00:00,MIA vs. NYK,112,11,34,29,6
LA Clippers,2025-03-02T00:00:00,LAC @ LAL,102,12,40,24,1
Utah Jazz,2025-03-02T00:00:00,UTA vs. NOP,121,16,41,35,4
Denver Nuggets,2025-03-02T00:00:00,DEN @ BOS,103,12,38,27,2
San Antonio Spurs,2025-03-02T00:00:00,SAS vs. OKC,132,18,35,36,3
Chicago Bulls,2025-03-02T00:00:00,CHI @ IND,112,10,42,24,4
Phoenix Suns,2025-03-02T00:00:00,PHX vs. MIN,98,13,57,24,7
Detroit Pistons,2025-03-01T00:00:00,DET vs. BKN,115,12,47,31,15
Milwaukee Bucks,2025-03-01T00:00:00,MIL @ DAL,132,13,52,33,6
Washington Wizards,2025-03-01T00:00:00,WAS @ CHA,113,17,48,33,7
Sacramento Kings,2025-03-01T00:00:00,SAC @ HOU,113,9,46,21,5
Philadelphia 76ers,2025-03-01T00:00:00,PHI vs. GSW,126,19,40,27,3
San Antonio Spurs,2025-03-01T00:00:00,SAS @ MEM,130,14,42,33,4
Memphis Grizzlies,2025-03-01T00:00:00,MEM vs. SAS,128,11,41,31,8
Golden State Warriors,2025-03-01T00:00:00,GSW @ PHI,119,12,49,33,4
Houston Rockets,2025-03-01T00:00:00,HOU vs. SAC,103,13,43,18,2
Charlotte Hornets,2025-03-01T00:00:00,CHA vs. WAS,100,14,44,28,5
Dallas Mavericks,2025-03-01T00:00:00,DAL vs. MIL,117,11,33,25,1
Brooklyn Nets,2025-03-01T00:00:00,BKN @ DET,94,6,38,19,8
Portland Trail Blazers,2025-02-28T00:00:00,POR @ BKN,121,15,36,31,4
Phoenix Suns,2025-02-28T00:00:00,PHX vs. NOP,125,21,35,35,3
Oklahoma City Thunder,2025-02-28T00:00:00,OKC @ ATL,135,23,43,37,1
Denver Nuggets,2025-02-28T00:00:00,DEN @ DET,134,17,50,28,8
Chicago Bulls,2025-02-28T00:00:00,CHI vs. TOR,125,13,45,32,4
Cleveland Cavaliers,2025-02-28T00:00:00,CLE @ BOS,123,17,44,23,3
Miami Heat,2025-02-28T00:00:00,MIA vs. IND,125,17,39,34,4
Los Angeles Lakers,2025-02-28T00:00:00,LAL vs. LAC,106,11,39,19,5
Utah Jazz,2025-02-28T00:00:00,UTA vs. MIN,117,14,60,35,4
New York Knicks,2025-02-28T00:00:00,NYK @ MEM,114,13,35,29,7
Minnesota Timberwolves,2025-02-28T00:00:00,MIN @ UTA,116,20,40,35,4
Memphis Grizzlies,2025-02-28T00:00:00,MEM vs. NYK,113,4,58,26,4
LA Clippers,2025-02-28T00:00:00,LAC @ LAL,102,9,44,25,1
Indiana Pacers,2025-02-28T00:00:00,IND @ MIA,120,21,30,35,3
Boston Celtics,2025-02-28T00:00:00,BOS vs. CLE,116,17,40,20,5
Toronto Raptors,2025-02-28T00:00:00,TOR @ CHI,115,13,51,30,3
Detroit Pistons,2025-02-28T00:00:00,DET vs. DEN,119,12,42,32,3
Atlanta Hawks,2025-02-28T00:00:00,ATL vs. OKC,119,15,46,27,5
New Orleans Pelicans,2025-02-28T00:00:00,NOP @ PHX,108,11,35,28,3
Brooklyn Nets,2025-02-28T00:00:00,BKN vs. POR,102,7,45,20,2
Milwaukee Bucks,2025-02-27T00:00:00,MIL vs. DEN,121,14,48,25,4
Los Angeles Lakers,2025-02-27T00:00:00,LAL vs. MIN,111,11,52,21,2
New Orleans Pelicans,2025-02-27T00:00:00,NOP @ PHX,124,17,50,25,6
Dallas Mavericks,2025-02-27T00:00:00,DAL vs. CHA,103,11,48,23,7
Golden State Warriors,2025-02-27T00:00:00,GSW @ ORL,121,19,38,26,7
Orlando Magic,2025-02-27T00:00:00,ORL vs. GSW,115,11,46,23,4
Charlotte Hornets,2025-02-27T00:00:00,CHA @ DAL,96,7,56,25,2
Phoenix Suns,2025-02-27T00:00:00,PHX vs. NOP,116,20,52,29,6
Denver Nuggets,2025-02-27T00:00:00,DEN @ MIL,112,9,55,28,2
Minnesota Timberwolves,2025-02-27T00:00:00,MIN @ LAL,102,12,41,25,3
Miami Heat,2025-02-26T00:00:00,MIA vs. ATL,131,23,35,39,2
Detroit Pistons,2025-02-26T00:00:00,DET vs. BOS,117,13,51,29,5
Indiana Pacers,2025-02-26T00:00:00,IND vs. TOR,111,15,41,28,7
Sacramento Kings,2025-02-26T00:00:00,SAC @ UTA,118,15,47,28,7
Houston Rockets,2025-02-26T00:00:00,HOU vs. SAS,118,11,60,22,5
Portland Trail Blazers,2025-02-26T00:00:00,POR @ WAS,129,12,46,27,4
Oklahoma City Thunder,2025-02-26T00:00:00,OKC @ BKN,129,9,45,27,4
LA Clippers,2025-02-26T00:00:00,LAC @ CHI,122,19,44,33,10
New York Knicks,2025-02-26T00:00:00,NYK vs. PHI,110,7,43,22,8
Chicago Bulls,2025-02-26T00:00:00,CHI vs. LAC,117,19,41,35,1
Philadelphia 76ers,2025-02-26T00:00:00,PHI @ NYK,105,11,35,21,6
Washington Wizards,2025-02-26T00:00:00,WAS vs. POR,121,12,41,25,8
Brooklyn Nets,2025-02-26T00:00:00,BKN vs. OKC,121,23,46,31,5
San Antonio Spurs,2025-02-26T00:00:00,SAS @ HOU,106,7,41,28,5
Utah Jazz,2025-02-26T00:00:00,UTA vs. SAC,101,16,34,32,2
Boston Celtics,2025-02-26T00:00:00,BOS @ DET,97,21,32,21,1
Toronto Raptors,2025-02-26T00:00:00,TOR @ IND,91,6,40,23,2
Atlanta Hawks,2025-02-26T00:00:00,ATL @ MIA,109,12,33,29,3
Cleveland Cavaliers,2025-02-25T00:00:00,CLE @ ORL,122,19,47,25,5
Golden State Warriors,2025-02-25T00:00:00,GSW vs. CHA,128,15,51,40,5
Boston Celtics,2025-02-25T00:00:00,BOS @ TOR,111,15,39,24,4
Los Angeles Lakers,2025-02-25T00:00:00,LAL vs. DAL,107,11,57,24,8
New Orleans Pelicans,2025-02-25T00:00:00,NOP vs. SAS,109,7,54,25,6
Memphis Grizzlies,2025-02-25T00:00:00,MEM vs. PHX,151,20,38,36,4
Houston Rockets,2025-02-25T00:00:00,HOU vs. MIL,100,12,53,18,9
Phoenix Suns,2025-02-25T00:00:00,PHX @ MEM,148,21,46,39,6
Milwaukee Bucks,2025-02-25T00:00:00,MIL @ HOU,97,12,37,19,5
San Antonio Spurs,2025-02-25T00:00:00,SAS @ NOP,103,13,45,29,4
Dallas Mavericks,2025-02-25T00:00:00,DAL @ LAL,99,17,45,23,11
Toronto Raptors,2025-02-25T00:00:00,TOR vs. BOS,101,5,40,27,1
Charlotte Hornets,2025-02-25T00:00:00,CHA @ GSW,92,11,50,18,8
Orlando Magic,2025-02-25T00:00:00,ORL vs. CLE,82,5,35,21,8
Sacramento Kings,2025-02-24T00:00:00,SAC vs. CHA,130,20,49,30,4
Chicago Bulls,2025-02-24T00:00:00,CHI @ PHI,142,18,44,32,6
Atlanta Hawks,2025-02-24T00:00:00,ATL vs. MIA,98,9,50,29,2
Denver Nuggets,2025-02-24T00:00:00,DEN @ IND,125,8,46,39,4
Detroit Pistons,2025-02-24T00:00:00,DET vs. LAC,106,9,46,22,7
Washington Wizards,2025-02-24T00:00:00,WAS vs. BKN,107,13,37,26,8
Minnesota Timberwolves,2025-02-24T00:00:00,MIN @ OKC,131,9,54,29,5
Portland Trail Blazers,2025-02-24T00:00:00,POR @ UTA,114,14,51,26,6
Utah Jazz,2025-02-24T00:00:00,UTA vs. POR,112,18,45,24,2
Oklahoma City Thunder,2025-02-24T00:00:00,OKC vs. MIN,128,15,53,27,8
Brooklyn Nets,2025-02-24T00:00:00,BKN @ WAS,99,14,39,25,4
Indiana Pacers,2025-02-24T00:00:00,IND vs. DEN,116,14,32,29,3
LA Clippers,2025-02-24T00:00:00,LAC @ DET,97,11,48,24,3
Miami Heat,2025-02-24T00:00:00,MIA @ ATL,86,7,45,15,4
Philadelphia 76ers,2025-02-24T00:00:00,PHI vs. CHI,110,10,47,19,5
Charlotte Hornets,2025-02-24T00:00:00,CHA @ SAC,88,10,37,24,4
Golden State Warriors,2025-02-23T00:00:00,GSW vs. DAL,126,12,54,30,6
Orlando Magic,2025-02-23T00:00:00,ORL vs. WAS,110,11,47,25,5
Indiana Pacers,2025-02-23T00:00:00,IND vs. LAC,129,12,46,31,5
Toronto Raptors,2025-02-23T00:00:00,TOR vs. PHX,127,20,49,30,1
New Orleans Pelicans,2025-02-23T00:00:00,NOP vs. SAS,114,11,69,27,3
Boston Celtics,2025-02-23T00:00:00,BOS vs. NYK,118,17,49,27,5
Oklahoma City Thunder,2025-02-23T00:00:00,OKC @ MIN,130,19,37,32,8
Milwaukee Bucks,2025-02-23T00:00:00,MIL vs. MIA,120,14,40,25,3
Cleveland Cavaliers,2025-02-23T00:00:00,CLE vs. MEM,129,13,57,25,5
Detroit Pistons,2025-02-23T00:00:00,DET @ ATL,148,20,37,39,5
Atlanta Hawks,2025-02-23T00:00:00,ATL vs. DET,143,21,40,30,6
Memphis Grizzlies,2025-02-23T00:00:00,MEM @ CLE,123,15,37,28,5
Minnesota Timberwolves,2025-02-23T00:00:00,MIN vs. OKC,123,18,44,23,5
Miami Heat,2025-02-23T00:00:00,MIA @ MIL,113,9,46,25,3
New York Knicks,2025-02-23T00:00:00,NYK @ BOS,105,14,40,21,1
LA Clippers,2025-02-23T00:00:00,LAC @ IND,111,10,32,23,3
Phoenix Suns,2025-02-23T00:00:00,PHX @ TOR,109,7,37,22,7
San Antonio Spurs,2025-02-23T00:00:00,SAS @ NOP,96,15,46,29,7
Washington Wizards,2025-02-23T00:00:00,WAS @ ORL,90,10,36,22,4
Dallas Mavericks,2025-02-23T00:00:00,DAL @ GSW,102,13,41,24,4
Portland Trail Blazers,2025-02-22T00:00:00,POR vs. CHA,141,20,57,37,7
Los Angeles Lakers,2025-02-22T00:00:00,LAL @ DEN,123,16,39,27,9
Utah Jazz,2025-02-22T00:00:00,UTA vs. HOU,124,13,58,28,3
Phoenix Suns,2025-02-22T00:00:00,PHX @ CHI,121,10,49,29,3
Brooklyn Nets,2025-02-22T00:00:00,BKN @ PHI,105,7,39,27,8
Philadelphia 76ers,2025-02-22T00:00:00,PHI vs. BKN,103,10,43,21,5
Chicago Bulls,2025-02-22T00:00:00,CHI vs. PHX,117,18,45,29,4
Houston Rockets,2025-02-22T00:00:00,HOU @ UTA,115,17,41,33,2
Denver Nuggets,2025-02-22T00:00:00,DEN vs. LAL,100,16,45,28,1
Charlotte Hornets,2025-02-22T00:00:00,CHA @ POR,88,5,37,19,7
Cleveland Cavaliers,2025-02-21T00:00:00,CLE vs. NYK,142,19,47,38,2
Golden State Warriors,2025-02-21T00:00:00,GSW @ SAC,132,20,35,40,3
Oklahoma City Thunder,2025-02-21T00:00:00,OKC @ UTA,130,19,51,38,10
Detroit Pistons,2025-02-21T00:00:00,DET @ SAS,125,12,53,31,5
Miami Heat,2025-02-21T00:00:00,MIA @ TOR,120,13,44,20,3
Dallas Mavericks,2025-02-21T00:00:00,DAL vs. NOP,111,16,47,28,4
Houston Rockets,2025-02-21T00:00:00,HOU vs. MIN,121,13,48,18,6
Milwaukee Bucks,2025-02-21T00:00:00,MIL @ WAS,104,9,44,24,6
Memphis Grizzlies,2025-02-21T00:00:00,MEM @ ORL,105,7,53,22,7
Orlando Magic,2025-02-21T00:00:00,ORL vs. MEM,104,9,50,23,9
Washington Wizards,2025-02-21T00:00:00,WAS vs. MIL,101,12,42,25,4
Minnesota Timberwolves,2025-02-21T00:00:00,MIN @ HOU,115,11,35,22,6
New Orleans Pelicans,2025-02-21T00:00:00,NOP @ DAL,103,8,53,25,6
Toronto Raptors,2025-02-21T00:00:00,TOR vs. MIA,111,17,46,25,2
San Antonio Spurs,2025-02-21T00:00:00,SAS vs. DET,110,10,32,27,5
Utah Jazz,2025-02-21T00:00:00,UTA vs. OKC,107,15,43,27,2
Sacramento Kings,2025-02-21T00:00:00,SAC vs. GSW,108,11,39,26,3
New York Knicks,2025-02-21T00:00:00,NYK @ CLE,105,10,32,25,3
Boston Celtics,2025-02-20T00:00:00,BOS @ PHI,124,24,49,33,6
Denver Nuggets,2025-02-20T00:00:00,DEN vs. CHA,129,19,55,29,3
Indiana Pacers,2025-02-20T00:00:00,IND vs. MEM,127,17,46,29,12
Cleveland Cavaliers,2025-02-20T00:00:00,CLE @ BKN,110,11,52,19,5
San Antonio Spurs,2025-02-20T00:00:00,SAS vs. PHX,120,15,44,30,3
Los Angeles Lakers,2025-02-20T00:00:00,LAL @ POR,110,9,48,20,6
Milwaukee Bucks,2025-02-20T00:00:00,MIL vs. LAC,116,17,41,22,5
Orlando Magic,2025-02-20T00:00:00,ORL @ ATL,114,6,53,15,7
